year,ssp,alpha3,FractionPrimarytreatment,FractionSecondarytreatment,FractionTertiarytreatment,FractionQuarternarytreatment
2030,SSP2,BEL,0.00,0.06,0.76,0.00
2030,SSP2,BEN,0.09,0.05,0.00,0.00
2030,SSP2,BFA,0.10,0.05,0.00,0.00
2030,SSP2,BGD,0.09,0.09,0.00,0.00
2030,SSP2,BGR,0.01,0.23,0.37,0.00
2030,SSP2,BHR,0.11,0.14,0.64,0.00
2030,SSP2,BHS,0.06,0.05,0.07,0.00
2030,SSP2,BIH,0.13,0.19,0.02,0.00
2030,SSP2,BLR,0.03,0.51,0.28,0.00
2030,SSP2,BLZ,0.04,0.08,0.07,0.00
2030,SSP2,BOL,0.23,0.09,0.07,0.00
2030,SSP2,BRA,0.16,0.23,0.03,0.00
2030,SSP2,BRB,0.01,0.01,0.04,0.00
2030,SSP2,BRN,0.00,0.29,0.16,0.00
2030,SSP2,BTN,0.02,0.08,0.10,0.00
2030,SSP2,BWA,0.05,0.00,0.03,0.00
2030,SSP2,CAF,0.09,0.00,0.00,0.00
2030,SSP2,CAN,0.10,0.47,0.24,0.00
2030,SSP2,CHE,0.00,0.14,0.84,0.00
2030,SSP2,CHL,0.22,0.17,0.40,0.00
2030,SSP2,CHN,0.10,0.15,0.21,0.00
2030,SSP2,CIV,0.10,0.09,0.00,0.00
2030,SSP2,CMR,0.07,0.05,0.00,0.00
2030,SSP2,COD,0.10,0.06,0.00,0.00
2030,SSP2,COG,0.01,0.07,0.09,0.00
2030,SSP2,COL,0.42,0.12,0.03,0.00
2030,SSP2,COM,0.08,0.02,0.07,0.00
2030,SSP2,CPV,0.13,0.10,0.00,0.00
2030,SSP2,CRI,0.04,0.06,0.11,0.00
2030,SSP2,CUB,0.24,0.10,0.00,0.00
2030,SSP2,CYP,0.00,0.36,0.17,0.00
2030,SSP2,CZE,0.00,0.06,0.76,0.00
2030,SSP2,DEU,0.01,0.02,0.94,0.00
2030,SSP2,DJI,0.06,0.05,0.07,0.00
2030,SSP2,DMA,0.05,0.06,0.11,0.00
2030,SSP2,DNK,0.02,0.02,0.89,0.00
2030,SSP2,DOM,0.15,0.08,0.12,0.00
2030,SSP2,DZA,0.41,0.11,0.00,0.00
2030,SSP2,ECU,0.24,0.08,0.04,0.00
2030,SSP2,EGY,0.17,0.26,0.08,0.00
2030,SSP2,ERI,0.10,0.03,0.00,0.00
2030,SSP2,ESH,0.04,0.30,0.08,0.00
2030,SSP2,ESP,0.02,0.24,0.71,0.00
2030,SSP2,EST,0.01,0.09,0.73,0.00
2030,SSP2,ETH,0.10,0.03,0.05,0.00
2030,SSP2,FIN,0.00,0.00,0.87,0.00
2030,SSP2,FJI,0.23,0.07,0.02,0.00
2030,SSP2,FLK,0.07,0.26,0.06,0.00
2030,SSP2,FRA,0.00,0.20,0.64,0.00
2030,SSP2,FRO,0.03,0.58,0.28,0.00
2030,SSP2,GAB,0.10,0.03,0.00,0.00
2030,SSP2,GBR,0.00,0.32,0.64,0.00
2030,SSP2,GEO,0.27,0.12,0.00,0.00
2030,SSP2,GHA,0.07,0.08,0.01,0.00
2030,SSP2,GIN,0.12,0.07,0.00,0.00
2030,SSP2,GLP,0.11,0.26,0.12,0.00
2030,SSP2,GMB,0.11,0.01,0.00,0.00
2030,SSP2,GNB,0.11,0.03,0.00,0.00
2030,SSP2,GNQ,0.04,0.01,0.00,0.00
2030,SSP2,GRC,0.08,0.12,0.62,0.00
2030,SSP2,GRD,0.02,0.00,0.13,0.00
2030,SSP2,GRL,0.01,0.43,0.47,0.00
2030,SSP2,GTM,0.15,0.17,0.08,0.00
2030,SSP2,GUF,0.08,0.23,0.07,0.00
2030,SSP2,GUY,0.02,0.05,0.03,0.00
2030,SSP2,HKG,0.27,0.15,0.32,0.00
2030,SSP2,HND,0.24,0.10,0.08,0.00
2030,SSP2,HRV,0.13,0.28,0.08,0.00
2030,SSP2,HTI,0.07,0.05,0.07,0.00
2030,SSP2,HUN,0.03,0.22,0.52,0.00
2030,SSP2,IDN,0.01,0.10,0.07,0.00
2030,SSP2,IND,0.05,0.10,0.06,0.00
2030,SSP2,IRL,0.08,0.28,0.35,0.00
2030,SSP2,IRN,0.13,0.12,0.00,0.00
2030,SSP2,IRQ,0.10,0.07,0.07,0.00
2030,SSP2,ISL,0.52,0.06,0.26,0.00
2030,SSP2,ISR,0.04,0.29,0.61,0.00
2030,SSP2,ITA,0.03,0.19,0.48,0.00
2030,SSP2,JAM,0.13,0.07,0.03,0.00
2030,SSP2,JOR,0.09,0.51,0.10,0.00
2030,SSP2,JPN,0.00,0.41,0.35,0.00
2030,SSP2,KAZ,0.12,0.20,0.13,0.00
2030,SSP2,KEN,0.10,0.04,0.06,0.00
2030,SSP2,KGZ,0.17,0.10,0.00,0.00
2030,SSP2,KHM,0.11,0.08,0.02,0.00
2030,SSP2,KNA,0.00,0.00,0.14,0.00
2030,SSP2,KOR,0.21,0.30,0.40,0.00
2030,SSP2,KWT,0.15,0.19,0.66,0.00
2030,SSP2,LAO,0.06,0.09,0.07,0.00
2030,SSP2,LBN,0.30,0.11,0.02,0.00
2030,SSP2,LBR,0.10,0.08,0.00,0.00
2030,SSP2,LBY,0.23,0.08,0.00,0.00
2030,SSP2,LCA,0.02,0.02,0.09,0.00
2030,SSP2,LIE,0.00,0.37,0.58,0.00
2030,SSP2,LKA,0.02,0.05,0.06,0.00
2030,SSP2,LSO,0.06,0.06,0.00,0.00
2030,SSP2,LTU,0.07,0.07,0.63,0.00
2030,SSP2,LUX,0.03,0.38,0.54,0.00
2030,SSP2,LVA,0.02,0.23,0.47,0.00
2030,SSP2,MAR,0.33,0.13,0.01,0.00
2030,SSP2,MDA,0.05,0.32,0.00,0.00
2030,SSP2,MDG,0.10,0.02,0.05,0.00
2030,SSP2,MEX,0.16,0.26,0.08,0.00
2030,SSP2,MKD,0.09,0.17,0.08,0.00
2030,SSP2,MLI,0.10,0.07,0.00,0.00
2030,SSP2,MLT,0.05,0.36,0.13,0.00
2030,SSP2,MMR,0.03,0.07,0.01,0.00
2030,SSP2,MNG,0.08,0.00,0.24,0.00
2030,SSP2,MOZ,0.10,0.05,0.00,0.00
2030,SSP2,MRT,0.07,0.05,0.00,0.00
2030,SSP2,MSR,0.09,0.09,0.12,0.00
2030,SSP2,MTQ,0.25,0.09,0.08,0.00
2030,SSP2,MUS,0.13,0.08,0.04,0.00
2030,SSP2,MWI,0.10,0.05,0.02,0.00
2030,SSP2,MYS,0.33,0.17,0.13,0.00
2030,SSP2,NAM,0.22,0.10,0.00,0.00
2030,SSP2,NCL,0.07,0.18,0.07,0.00
2030,SSP2,NER,0.05,0.06,0.01,0.00
2030,SSP2,NGA,0.06,0.05,0.06,0.00
2030,SSP2,NIC,0.09,0.12,0.08,0.00
2030,SSP2,NLD,0.00,0.01,0.98,0.00
2030,SSP2,NOR,0.14,0.01,0.69,0.00
2030,SSP2,NPL,0.10,0.06,0.02,0.00
2030,SSP2,NZL,0.06,0.20,0.56,0.00
2030,SSP2,OMN,0.03,0.19,0.03,0.00
2030,SSP2,PAK,0.21,0.09,0.04,0.00
2030,SSP2,PAN,0.14,0.02,0.22,0.00
2030,SSP2,PER,0.34,0.16,0.01,0.00
2030,SSP2,PHL,0.02,0.09,0.07,0.00
2030,SSP2,PNG,0.08,0.04,0.06,0.00
2030,SSP2,POL,0.00,0.10,0.63,0.00
2030,SSP2,PRI,0.49,0.19,0.00,0.00
2030,SSP2,PRK,0.18,0.12,0.13,0.00
2030,SSP2,PRT,0.04,0.40,0.26,0.00
2030,SSP2,PRY,0.04,0.06,0.11,0.00
2030,SSP2,QAT,0.10,0.11,0.58,0.00
2030,SSP2,REU,0.17,0.07,0.01,0.00
2030,SSP2,ROU,0.06,0.16,0.24,0.00
2030,SSP2,RUS,0.06,0.43,0.10,0.00
2030,SSP2,RWA,0.09,0.04,0.04,0.00
2030,SSP2,SAU,0.07,0.13,0.30,0.00
2030,SSP2,SEN,0.11,0.07,0.00,0.00
2030,SSP2,SGP,0.01,0.15,0.84,0.00
2030,SSP2,SLB,0.15,0.06,0.00,0.00
2030,SSP2,SLE,0.09,0.03,0.00,0.00
2030,SSP2,SLV,0.12,0.09,0.02,0.00
2030,SSP2,SOM,0.09,0.00,0.00,0.00
2030,SSP2,SPM,0.15,0.22,0.04,0.00
2030,SSP2,STP,0.13,0.01,0.00,0.00
2030,SSP2,SUR,0.00,0.01,0.08,0.00
2030,SSP2,SVK,0.11,0.33,0.27,0.00
2030,SSP2,SVN,0.00,0.24,0.36,0.00
2030,SSP2,SWE,0.00,0.03,0.87,0.00
2030,SSP2,SWZ,0.04,0.05,0.03,0.00
2030,SSP2,SYR,0.39,0.13,0.02,0.00
2030,SSP2,TCA,0.03,0.00,0.15,0.00
2030,SSP2,TCD,0.08,0.05,0.00,0.00
2030,SSP2,TGO,0.09,0.03,0.00,0.00
2030,SSP2,THA,0.02,0.03,0.10,0.00
2030,SSP2,TJK,0.15,0.12,0.01,0.00
2030,SSP2,TKM,0.02,0.13,0.17,0.00
2030,SSP2,TLS,0.01,0.11,0.09,0.00
2030,SSP2,TON,0.01,0.05,0.01,0.00
2030,SSP2,TTO,0.09,0.06,0.02,0.00
2030,SSP2,TUN,0.14,0.43,0.04,0.00
2030,SSP2,TUR,0.10,0.21,0.33,0.00
2030,SSP2,TZA,0.07,0.07,0.03,0.00
2030,SSP2,UGA,0.09,0.01,0.07,0.00
2030,SSP2,UKR,0.10,0.32,0.05,0.00
2030,SSP2,URY,0.14,0.25,0.02,0.00
2030,SSP2,USA,0.01,0.24,0.57,0.00
2030,SSP2,UZB,0.13,0.16,0.03,0.00
2030,SSP2,VCT,0.00,0.04,0.04,0.00
2030,SSP2,VEN,0.26,0.14,0.07,0.00
2030,SSP2,VIR,0.23,0.11,0.08,0.00
2030,SSP2,VNM,0.02,0.09,0.03,0.00
2030,SSP2,VUT,0.09,0.07,0.01,0.00
2030,SSP2,WSM,0.01,0.05,0.01,0.00
2030,SSP2,YEM,0.19,0.05,0.00,0.00
2030,SSP2,ZAF,0.29,0.28,0.04,0.00
2030,SSP2,ZMB,0.10,0.05,0.07,0.00
2030,SSP2,ZWE,0.22,0.06,0.02,0.00
2050,SSP2,ABW,0.00,0.00,0.71,0.00
2050,SSP2,AFG,0.38,0.01,0.00,0.00
2050,SSP2,AGO,0.13,0.00,0.00,0.00
2050,SSP2,AIA,0.00,0.00,0.62,0.00
2050,SSP2,ALB,0.66,0.31,0.01,0.00
2050,SSP2,AND,0.00,0.42,0.58,0.00
2050,SSP2,ARE,0.00,0.43,0.53,0.00
2050,SSP2,ARG,0.35,0.34,0.00,0.00
2050,SSP2,ARM,0.79,0.11,0.00,0.00
2050,SSP2,ASM,0.00,0.59,0.37,0.00
2050,SSP2,AUS,0.15,0.11,0.67,0.00
2050,SSP2,AUT,0.00,0.00,0.92,0.00
2050,SSP2,AZE,0.32,0.17,0.00,0.00
2050,SSP2,BDI,0.23,0.00,0.00,0.00
2050,SSP2,BEL,0.00,0.00,0.99,0.00
2050,SSP2,BEN,0.26,0.01,0.00,0.00
2050,SSP2,BFA,0.30,0.01,0.00,0.00
2050,SSP2,BGD,0.29,0.11,0.00,0.00
2050,SSP2,BGR,0.00,0.10,0.82,0.00
2050,SSP2,BHR,0.00,0.00,0.96,0.00
2050,SSP2,BHS,0.00,0.19,0.12,0.00
2050,SSP2,BIH,0.28,0.53,0.01,0.00
2050,SSP2,BLR,0.00,0.54,0.40,0.00
2050,SSP2,BLZ,0.00,0.28,0.04,0.00
2050,SSP2,BOL,0.52,0.23,0.00,0.00
2050,SSP2,BRA,0.10,0.41,0.03,0.00
2050,SSP2,BRB,0.00,0.02,0.09,0.00
2050,SSP2,BRN,0.00,0.63,0.33,0.00
2050,SSP2,BTN,0.00,0.33,0.14,0.00
2050,SSP2,BWA,0.00,0.01,0.06,0.00
2050,SSP2,CAF,0.09,0.00,0.00,0.00
2050,SSP2,CAN,0.00,0.61,0.29,0.00
2050,SSP2,CHE,0.00,0.00,0.98,0.00
2050,SSP2,CHL,0.36,0.38,0.24,0.00
2050,SSP2,CHN,0.00,0.29,0.56,0.00
2050,SSP2,CIV,0.35,0.13,0.00,0.00
2050,SSP2,CMR,0.21,0.05,0.00,0.00
2050,SSP2,COD,0.33,0.01,0.00,0.00
2050,SSP2,COG,0.00,0.30,0.07,0.00
2050,SSP2,COL,0.78,0.14,0.00,0.00
2050,SSP2,COM,0.35,0.07,0.00,0.00
2050,SSP2,CPV,0.02,0.26,0.00,0.00
2050,SSP2,CRI,0.00,0.24,0.23,0.00
2050,SSP2,CUB,0.45,0.16,0.00,0.00
2050,SSP2,CYP,0.00,0.61,0.28,0.00
2050,SSP2,CZE,0.00,0.00,0.93,0.00
2050,SSP2,DEU,0.00,0.00,0.97,0.00
2050,SSP2,DJI,0.17,0.21,0.00,0.00
2050,SSP2,DMA,0.00,0.24,0.20,0.00
2050,SSP2,DNK,0.00,0.00,0.96,0.00
2050,SSP2,DOM,0.00,0.23,0.24,0.00
2050,SSP2,DZA,0.90,0.00,0.00,0.00
2050,SSP2,ECU,0.63,0.15,0.00,0.00
2050,SSP2,EGY,0.04,0.79,0.00,0.00
2050,SSP2,ERI,0.22,0.00,0.00,0.00
2050,SSP2,ESH,0.00,0.77,0.00,0.00
2050,SSP2,ESP,0.00,0.09,0.91,0.00
2050,SSP2,EST,0.00,0.00,0.90,0.00
2050,SSP2,ETH,0.39,0.03,0.00,0.00
2050,SSP2,FIN,0.00,0.00,0.96,0.00
2050,SSP2,FJI,0.83,0.03,0.00,0.00
2050,SSP2,FLK,0.00,0.64,0.00,0.00
2050,SSP2,FRA,0.00,0.00,0.94,0.00
2050,SSP2,FRO,0.00,0.37,0.53,0.00
2050,SSP2,GAB,0.30,0.00,0.00,0.00
2050,SSP2,GBR,0.00,0.00,0.97,0.00
2050,SSP2,GEO,0.61,0.15,0.00,0.00
2050,SSP2,GHA,0.24,0.09,0.00,0.00
2050,SSP2,GIN,0.44,0.05,0.00,0.00
2050,SSP2,GLP,0.00,0.51,0.15,0.00
2050,SSP2,GMB,0.19,0.00,0.00,0.00
2050,SSP2,GNB,0.29,0.00,0.00,0.00
2050,SSP2,GNQ,0.02,0.00,0.00,0.00
2050,SSP2,GRC,0.00,0.06,0.83,0.00
2050,SSP2,GRD,0.00,0.00,0.33,0.00
2050,SSP2,GRL,0.00,0.47,0.48,0.00
2050,SSP2,GTM,0.14,0.61,0.00,0.00
2050,SSP2,GUF,0.00,0.63,0.00,0.00
2050,SSP2,GUY,0.01,0.17,0.01,0.00
2050,SSP2,HKG,0.00,0.00,1.00,0.00
2050,SSP2,HND,0.44,0.29,0.00,0.00
2050,SSP2,HRV,0.00,0.62,0.10,0.00
2050,SSP2,HTI,0.28,0.16,0.00,0.00
2050,SSP2,HUN,0.00,0.00,0.90,0.00
2050,SSP2,IDN,0.00,0.44,0.03,0.00
2050,SSP2,IND,0.07,0.39,0.00,0.00
2050,SSP2,IRL,0.00,0.00,0.82,0.00
2050,SSP2,IRN,0.24,0.15,0.00,0.00
2050,SSP2,IRQ,0.13,0.32,0.00,0.00
2050,SSP2,ISL,0.00,0.25,0.73,0.00
2050,SSP2,ISR,0.00,0.15,0.84,0.00
2050,SSP2,ITA,0.03,0.19,0.53,0.00
2050,SSP2,JAM,0.22,0.13,0.00,0.00
2050,SSP2,JOR,0.00,0.93,0.02,0.00
2050,SSP2,JPN,0.00,0.22,0.62,0.00
2050,SSP2,KAZ,0.00,0.29,0.30,0.00
2050,SSP2,KEN,0.30,0.09,0.00,0.00
2050,SSP2,KGZ,0.36,0.13,0.00,0.00
2050,SSP2,KHM,0.37,0.12,0.00,0.00
2050,SSP2,KNA,0.00,0.00,0.34,0.00
2050,SSP2,KOR,0.00,0.32,0.64,0.00
2050,SSP2,KWT,0.00,0.00,1.00,0.00
2050,SSP2,LAO,0.10,0.39,0.00,0.00
2050,SSP2,LBN,0.34,0.00,0.00,0.00
2050,SSP2,LBR,0.39,0.01,0.00,0.00
2050,SSP2,LBY,0.28,0.00,0.00,0.00
2050,SSP2,LCA,0.00,0.07,0.20,0.00
2050,SSP2,LIE,0.00,0.00,1.00,0.00
2050,SSP2,LKA,0.00,0.21,0.08,0.00
2050,SSP2,LSO,0.18,0.05,0.00,0.00
2050,SSP2,LTU,0.00,0.00,0.93,0.00
2050,SSP2,LUX,0.00,0.00,0.98,0.00
2050,SSP2,LVA,0.00,0.00,0.90,0.00
2050,SSP2,MAR,0.66,0.17,0.00,0.00
2050,SSP2,MDA,0.03,0.52,0.00,0.00
2050,SSP2,MDG,0.42,0.00,0.00,0.00
2050,SSP2,MEX,0.03,0.74,0.00,0.00
2050,SSP2,MKD,0.18,0.66,0.00,0.00
2050,SSP2,MLI,0.37,0.00,0.00,0.00
2050,SSP2,MLT,0.00,0.78,0.21,0.00
2050,SSP2,MMR,0.09,0.16,0.00,0.00
2050,SSP2,MNG,0.00,0.00,0.67,0.00
2050,SSP2,MOZ,0.27,0.00,0.00,0.00
2050,SSP2,MRT,0.21,0.04,0.00,0.00
2050,SSP2,MSR,0.00,0.40,0.19,0.00
2050,SSP2,MTQ,0.35,0.37,0.00,0.00
2050,SSP2,MUS,0.05,0.30,0.00,0.00
2050,SSP2,MWI,0.35,0.00,0.00,0.00
2050,SSP2,MYS,0.00,0.72,0.20,0.00
2050,SSP2,NAM,0.33,0.13,0.00,0.00
2050,SSP2,NCL,0.11,0.75,0.00,0.00
2050,SSP2,NER,0.20,0.00,0.00,0.00
2050,SSP2,NGA,0.24,0.14,0.00,0.00
2050,SSP2,NIC,0.12,0.49,0.00,0.00
2050,SSP2,NLD,0.00,0.00,0.99,0.00
2050,SSP2,NOR,0.00,0.00,0.93,0.00
2050,SSP2,NPL,0.35,0.06,0.00,0.00
2050,SSP2,NZL,0.00,0.10,0.82,0.00
2050,SSP2,OMN,0.00,0.20,0.00,0.00
2050,SSP2,PAK,0.44,0.13,0.00,0.00
2050,SSP2,PAN,0.00,0.00,0.63,0.00
2050,SSP2,PER,0.59,0.28,0.00,0.00
2050,SSP2,PHL,0.01,0.37,0.00,0.00
2050,SSP2,PNG,0.29,0.14,0.00,0.00
2050,SSP2,POL,0.00,0.00,0.89,0.00
2050,SSP2,PRI,0.62,0.38,0.00,0.00
2050,SSP2,PRK,0.02,0.10,0.39,0.00
2050,SSP2,PRT,0.00,0.48,0.27,0.00
2050,SSP2,PRY,0.00,0.20,0.19,0.00
2050,SSP2,QAT,0.00,0.00,0.89,0.00
2050,SSP2,REU,0.56,0.00,0.00,0.00
2050,SSP2,ROU,0.00,0.01,0.68,0.00
2050,SSP2,RUS,0.00,0.83,0.09,0.00
2050,SSP2,RWA,0.36,0.04,0.00,0.00
2050,SSP2,SAU,0.00,0.00,0.63,0.00
2050,SSP2,SEN,0.35,0.02,0.00,0.00
2050,SSP2,SGP,0.00,0.00,1.00,0.00
2050,SSP2,SLB,0.53,0.00,0.00,0.00
2050,SSP2,SLE,0.22,0.00,0.00,0.00
2050,SSP2,SLV,0.44,0.14,0.00,0.00
2050,SSP2,SOM,0.04,0.00,0.00,0.00
2050,SSP2,SPM,0.15,0.77,0.00,0.00
2050,SSP2,STP,0.38,0.00,0.00,0.00
2050,SSP2,SUR,0.00,0.05,0.15,0.00
2050,SSP2,SVK,0.00,0.23,0.62,0.00
2050,SSP2,SVN,0.00,0.00,0.74,0.00
2050,SSP2,SWE,0.00,0.00,0.96,0.00
2050,SSP2,SWZ,0.06,0.13,0.00,0.00
2050,SSP2,SYR,0.46,0.00,0.00,0.00
2050,SSP2,TCA,0.00,0.00,0.37,0.00
2050,SSP2,TCD,0.25,0.01,0.00,0.00
2050,SSP2,TGO,0.19,0.00,0.00,0.00
2050,SSP2,THA,0.00,0.13,0.22,0.00
2050,SSP2,TJK,0.27,0.25,0.00,0.00
2050,SSP2,TKM,0.00,0.12,0.47,0.00
2050,SSP2,TLS,0.00,0.48,0.07,0.00
2050,SSP2,TON,0.04,0.10,0.00,0.00
2050,SSP2,TTO,0.00,0.25,0.00,0.00
2050,SSP2,TUN,0.00,0.76,0.05,0.00
2050,SSP2,TUR,0.00,0.32,0.58,0.00
2050,SSP2,TZA,0.27,0.11,0.00,0.00
2050,SSP2,UGA,0.38,0.06,0.00,0.00
2050,SSP2,UKR,0.02,0.59,0.00,0.00
2050,SSP2,URY,0.04,0.50,0.00,0.00
2050,SSP2,USA,0.00,0.03,0.87,0.00
2050,SSP2,UZB,0.08,0.49,0.00,0.00
2050,SSP2,VCT,0.00,0.18,0.02,0.00
2050,SSP2,VEN,0.56,0.43,0.00,0.00
2050,SSP2,VIR,0.30,0.38,0.00,0.00
2050,SSP2,VNM,0.05,0.30,0.00,0.00
2050,SSP2,VUT,0.36,0.06,0.00,0.00
2050,SSP2,WSM,0.05,0.09,0.00,0.00
2050,SSP2,YEM,0.45,0.00,0.00,0.00
2050,SSP2,ZAF,0.11,0.63,0.00,0.00
2050,SSP2,ZMB,0.28,0.17,0.00,0.00
2050,SSP2,ZWE,0.55,0.00,0.00,0.00
2100,SSP2,ABW,0.00,0.00,0.90,0.00
2100,SSP2,AFG,0.00,0.34,0.48,0.00
2100,SSP2,AGO,0.00,0.50,0.04,0.00
2100,SSP2,AIA,0.00,0.00,0.96,0.00
2100,SSP2,ALB,0.00,0.70,0.28,0.00
2100,SSP2,AND,0.00,0.00,1.00,0.00
2100,SSP2,ARE,0.00,0.00,0.98,0.00
2100,SSP2,ARG,0.00,0.59,0.30,0.00
2100,SSP2,ARM,0.39,0.56,0.00,0.00
2100,SSP2,ASM,0.00,0.00,0.98,0.00
2100,SSP2,AUS,0.00,0.00,0.99,0.00
2100,SSP2,AUT,0.00,0.00,0.94,0.00
2100,SSP2,AZE,0.00,0.45,0.30,0.00
2100,SSP2,BDI,0.00,0.74,0.03,0.00
2100,SSP2,BEL,0.00,0.00,1.00,0.00
2100,SSP2,BEN,0.26,0.52,0.00,0.00
2100,SSP2,BFA,0.26,0.60,0.00,0.00
2100,SSP2,BGD,0.00,0.70,0.04,0.00
2100,SSP2,BGR,0.00,0.00,0.95,0.00
2100,SSP2,BHR,0.00,0.00,0.96,0.00
2100,SSP2,BHS,0.00,0.00,0.48,0.00
2100,SSP2,BIH,0.00,0.67,0.24,0.00
2100,SSP2,BLR,0.00,0.00,0.97,0.00
2100,SSP2,BLZ,0.00,0.00,0.67,0.00
2100,SSP2,BOL,0.00,0.16,0.79,0.00
2100,SSP2,BRA,0.00,0.77,0.20,0.00
2100,SSP2,BRB,0.00,0.00,0.26,0.00
2100,SSP2,BRN,0.00,0.00,0.95,0.00
2100,SSP2,BTN,0.00,0.00,0.73,0.00
2100,SSP2,BWA,0.00,0.02,0.16,0.00
2100,SSP2,CAF,0.75,0.00,0.00,0.00
2100,SSP2,CAN,0.00,0.00,0.98,0.00
2100,SSP2,CHE,0.00,0.00,0.98,0.00
2100,SSP2,CHL,0.00,0.01,0.98,0.00
2100,SSP2,CHN,0.00,0.00,0.90,0.00
2100,SSP2,CIV,0.00,0.77,0.04,0.00
2100,SSP2,CMR,0.14,0.48,0.00,0.00
2100,SSP2,COD,0.18,0.69,0.00,0.00
2100,SSP2,COG,0.00,0.00,0.84,0.00
2100,SSP2,COL,0.00,0.60,0.37,0.00
2100,SSP2,COM,0.00,0.05,0.83,0.00
2100,SSP2,CPV,0.02,0.44,0.00,0.00
2100,SSP2,CRI,0.00,0.00,0.71,0.00
2100,SSP2,CUB,0.25,0.55,0.00,0.00
2100,SSP2,CYP,0.00,0.00,0.95,0.00
2100,SSP2,CZE,0.00,0.00,0.97,0.00
2100,SSP2,DEU,0.00,0.00,0.97,0.00
2100,SSP2,DJI,0.00,0.00,0.88,0.00
2100,SSP2,DMA,0.00,0.00,0.78,0.00
2100,SSP2,DNK,0.00,0.00,0.97,0.00
2100,SSP2,DOM,0.00,0.00,0.72,0.00
2100,SSP2,DZA,0.00,0.90,0.05,0.00
2100,SSP2,ECU,0.00,0.53,0.42,0.00
2100,SSP2,EGY,0.00,0.00,0.89,0.00
2100,SSP2,ERI,0.48,0.34,0.00,0.00
2100,SSP2,ESH,0.00,0.00,0.95,0.00
2100,SSP2,ESP,0.00,0.00,1.00,0.00
2100,SSP2,EST,0.00,0.00,0.95,0.00
2100,SSP2,ETH,0.00,0.25,0.55,0.00
2100,SSP2,FIN,0.00,0.00,0.98,0.00
2100,SSP2,FJI,0.00,0.70,0.22,0.00
2100,SSP2,FLK,0.00,0.22,0.72,0.00
2100,SSP2,FRA,0.00,0.00,0.98,0.00
2100,SSP2,FRO,0.00,0.00,0.91,0.00
2100,SSP2,GAB,0.24,0.30,0.00,0.00
2100,SSP2,GBR,0.00,0.00,0.97,0.00
2100,SSP2,GEO,0.20,0.70,0.00,0.00
2100,SSP2,GHA,0.00,0.64,0.09,0.00
2100,SSP2,GIN,0.20,0.65,0.00,0.00
2100,SSP2,GLP,0.00,0.00,0.98,0.00
2100,SSP2,GMB,0.54,0.14,0.00,0.00
2100,SSP2,GNB,0.43,0.41,0.00,0.00
2100,SSP2,GNQ,0.08,0.15,0.00,0.00
2100,SSP2,GRC,0.00,0.00,0.93,0.00
2100,SSP2,GRD,0.00,0.00,0.66,0.00
2100,SSP2,GRL,0.00,0.00,0.96,0.00
2100,SSP2,GTM,0.00,0.00,0.90,0.00
2100,SSP2,GUF,0.00,0.10,0.78,0.00
2100,SSP2,GUY,0.00,0.16,0.32,0.00
2100,SSP2,HKG,0.00,0.00,1.00,0.00
2100,SSP2,HND,0.00,0.00,0.90,0.00
2100,SSP2,HRV,0.00,0.21,0.67,0.00
2100,SSP2,HTI,0.00,0.15,0.77,0.00
2100,SSP2,HUN,0.00,0.00,0.94,0.00
2100,SSP2,IDN,0.00,0.00,0.76,0.00
2100,SSP2,IND,0.00,0.11,0.66,0.00
2100,SSP2,IRL,0.00,0.00,0.94,0.00
2100,SSP2,IRN,0.00,0.51,0.03,0.00
2100,SSP2,IRQ,0.00,0.00,0.79,0.00
2100,SSP2,ISL,0.00,0.00,0.98,0.00
2100,SSP2,ISR,0.00,0.00,0.99,0.00
2100,SSP2,ITA,0.00,0.00,0.95,0.00
2100,SSP2,JAM,0.00,0.30,0.33,0.00
2100,SSP2,JOR,0.00,0.00,0.97,0.00
2100,SSP2,JPN,0.00,0.00,0.95,0.00
2100,SSP2,KAZ,0.00,0.00,0.72,0.00
2100,SSP2,KEN,0.00,0.17,0.65,0.00
2100,SSP2,KGZ,0.00,0.80,0.03,0.00
2100,SSP2,KHM,0.00,0.59,0.23,0.00
2100,SSP2,KNA,0.00,0.00,0.67,0.00
2100,SSP2,KOR,0.00,0.00,0.99,0.00
2100,SSP2,KWT,0.00,0.00,1.00,0.00
2100,SSP2,LAO,0.00,0.03,0.81,0.00
2100,SSP2,LBN,0.93,0.04,0.00,0.00
2100,SSP2,LBR,0.00,0.88,0.02,0.00
2100,SSP2,LBY,0.27,0.70,0.00,0.00
2100,SSP2,LCA,0.00,0.00,0.56,0.00
2100,SSP2,LIE,0.00,0.00,1.00,0.00
2100,SSP2,LKA,0.00,0.00,0.52,0.00
2100,SSP2,LSO,0.03,0.60,0.00,0.00
2100,SSP2,LTU,0.00,0.00,0.95,0.00
2100,SSP2,LUX,0.00,0.00,0.98,0.00
2100,SSP2,LVA,0.00,0.00,0.94,0.00
2100,SSP2,MAR,0.00,0.77,0.14,0.00
2100,SSP2,MDA,0.00,0.79,0.03,0.00
2100,SSP2,MDG,0.00,0.26,0.60,0.00
2100,SSP2,MEX,0.00,0.02,0.95,0.00
2100,SSP2,MKD,0.00,0.00,0.91,0.00
2100,SSP2,MLI,0.04,0.83,0.00,0.00
2100,SSP2,MLT,0.00,0.00,0.99,0.00
