alpha3,ssp,year,gdp_per_capita,turbulent_economy
GAB,SSP5,2050,36940.45,False
GAB,SSP5,2100,137920.8,False
GBR,SSP1,2024,53412.06,False
GBR,SSP1,2025,54886.6,False
GBR,SSP1,2030,59042.54,False
GBR,SSP1,2050,89019.57,False
GBR,SSP1,2100,169924.83,False
GBR,SSP2,2024,53412.06,False
GBR,SSP2,2025,54886.6,False
GBR,SSP2,2030,59038.38,False
GBR,SSP2,2050,81546.54,False
GBR,SSP2,2100,147083.98,False
GBR,SSP3,2024,53412.06,False
GBR,SSP3,2025,54886.6,False
GBR,SSP3,2030,59099.17,False
GBR,SSP3,2050,70167.81,False
GBR,SSP3,2100,72834.48,False
GBR,SSP4,2024,53412.06,False
GBR,SSP4,2025,54886.6,False
GBR,SSP4,2030,59389.06,False
GBR,SSP4,2050,89270.64,False
GBR,SSP4,2100,156902.22,False
GBR,SSP5,2024,53412.06,False
GBR,SSP5,2025,54886.6,False
GBR,SSP5,2030,58605.26,False
GBR,SSP5,2050,98868.47,False
GBR,SSP5,2100,261746.33,False
GEO,SSP1,2024,24146.62,False
GEO,SSP1,2025,26121.65,False
GEO,SSP1,2030,35651.11,False
GEO,SSP1,2050,79360.47,False
GEO,SSP1,2100,136695.06,False
GEO,SSP2,2024,24146.62,False
GEO,SSP2,2025,26121.65,False
GEO,SSP2,2030,35566.73,False
GEO,SSP2,2050,71855.74,False
GEO,SSP2,2100,126318.25,False
GEO,SSP3,2024,24146.62,False
GEO,SSP3,2025,26121.65,False
GEO,SSP3,2030,34686.66,False
GEO,SSP3,2050,55325.52,False
GEO,SSP3,2100,69438.98,False
GEO,SSP4,2024,24146.62,False
GEO,SSP4,2025,26121.65,False
GEO,SSP4,2030,35799.9,False
GEO,SSP4,2050,76173.14,False
GEO,SSP4,2100,126059.7,False
GEO,SSP5,2024,24146.62,False
GEO,SSP5,2025,26121.65,False
GEO,SSP5,2030,37323.59,False
GEO,SSP5,2050,101199.6,False
GEO,SSP5,2100,214214.25,False
GHA,SSP1,2024,7072.8,False
GHA,SSP1,2025,7158.87,False
GHA,SSP1,2030,8487.04,False
GHA,SSP1,2050,18316.89,False
GHA,SSP1,2100,82092.04,False
GHA,SSP2,2024,7072.8,False
GHA,SSP2,2025,7158.87,False
GHA,SSP2,2030,8363.31,False
GHA,SSP2,2050,15211.82,False
GHA,SSP2,2100,59811.68,False
GHA,SSP3,2024,7072.8,False
GHA,SSP3,2025,7158.87,False
GHA,SSP3,2030,8265.5,False
GHA,SSP3,2050,11959.19,False
GHA,SSP3,2100,19296.17,False
GHA,SSP4,2024,7072.8,False
GHA,SSP4,2025,7158.87,False
GHA,SSP4,2030,8270.28,False
GHA,SSP4,2050,12951.38,False
GHA,SSP4,2100,35170.26,False
GHA,SSP5,2024,7072.8,False
GHA,SSP5,2025,7158.87,False
GHA,SSP5,2030,8502.41,False
GHA,SSP5,2050,21415.83,False
GHA,SSP5,2100,134006.52,False
GIN,SSP1,2024,4016.34,False
GIN,SSP1,2025,4133.56,False
GIN,SSP1,2030,4982.42,False
GIN,SSP1,2050,13829.47,False
GIN,SSP1,2100,85336.67,False
GIN,SSP2,2024,4016.34,False
GIN,SSP2,2025,4133.56,False
GIN,SSP2,2030,4898.19,False
GIN,SSP2,2050,11573.52,False
GIN,SSP2,2100,61269.68,False
GIN,SSP3,2024,4016.34,False
GIN,SSP3,2025,4133.56,False
GIN,SSP3,2030,4818.08,False
GIN,SSP3,2050,9041.46,False
GIN,SSP3,2100,18583.23,False
GIN,SSP4,2024,4016.34,False
GIN,SSP4,2025,4133.56,False
GIN,SSP4,2030,4835.43,False
GIN,SSP4,2050,9318.94,False
GIN,SSP4,2100,20825.2,False
GIN,SSP5,2024,4016.34,False
GIN,SSP5,2025,4133.56,False
GIN,SSP5,2030,5017.74,False
GIN,SSP5,2050,16358.95,False
GIN,SSP5,2100,141712.11,False
GMB,SSP1,2024,3057.68,False
GMB,SSP1,2025,3155.37,False
GMB,SSP1,2030,3746.27,False
GMB,SSP1,2050,9013.78,False
GMB,SSP1,2100,50817.39,False
GMB,SSP2,2024,3057.68,False
GMB,SSP2,2025,3155.37,False
GMB,SSP2,2030,3690.74,False
GMB,SSP2,2050,7541.7,False
GMB,SSP2,2100,36360.38,False
GMB,SSP3,2024,3057.68,False
GMB,SSP3,2025,3155.37,False
GMB,SSP3,2030,3637.77,False
GMB,SSP3,2050,5921.95,False
GMB,SSP3,2100,11023.14,False
GMB,SSP4,2024,3057.68,False
GMB,SSP4,2025,3155.37,False
GMB,SSP4,2030,3643.74,False
GMB,SSP4,2050,6071.71,False
GMB,SSP4,2100,12431.54,False
GMB,SSP5,2024,3057.68,False
GMB,SSP5,2025,3155.37,False
GMB,SSP5,2030,3758.78,False
GMB,SSP5,2050,10603.02,False
GMB,SSP5,2100,84073.83,False
GNB,SSP1,2024,2717.54,False
GNB,SSP1,2025,2794.33,False
GNB,SSP1,2030,3252.67,False
GNB,SSP1,2050,7302.83,False
GNB,SSP1,2100,47993.98,False
GNB,SSP2,2024,2717.54,False
GNB,SSP2,2025,2794.33,False
GNB,SSP2,2030,3226.33,False
GNB,SSP2,2050,6222.38,False
GNB,SSP2,2100,35212.72,False
GNB,SSP3,2024,2717.54,False
GNB,SSP3,2025,2794.33,False
GNB,SSP3,2030,3210.05,False
GNB,SSP3,2050,4924.73,False
GNB,SSP3,2100,9458.82,False
GNB,SSP4,2024,2717.54,False
GNB,SSP4,2025,2794.33,False
GNB,SSP4,2030,3217.94,False
GNB,SSP4,2050,5056.51,False
GNB,SSP4,2100,10644.04,False
GNB,SSP5,2024,2717.54,False
GNB,SSP5,2025,2794.33,False
GNB,SSP5,2030,3267.08,False
GNB,SSP5,2050,8661.44,False
GNB,SSP5,2100,80242.56,False
GNQ,SSP1,2024,14997.76,False
GNQ,SSP1,2025,14238.68,False
GNQ,SSP1,2030,12475.7,False
GNQ,SSP1,2050,20638.34,False
GNQ,SSP1,2100,81087.2,False
GNQ,SSP2,2024,14997.76,False
GNQ,SSP2,2025,14238.68,False
GNQ,SSP2,2030,12375.84,False
GNQ,SSP2,2050,17963.16,False
GNQ,SSP2,2100,63237.12,False
GNQ,SSP3,2024,14997.76,False
GNQ,SSP3,2025,14238.68,False
GNQ,SSP3,2030,12413.28,False
GNQ,SSP3,2050,14863.54,False
GNQ,SSP3,2100,23423.57,False
GNQ,SSP4,2024,14997.76,False
GNQ,SSP4,2025,14238.68,False
GNQ,SSP4,2030,12338.52,False
GNQ,SSP4,2050,17739.97,False
GNQ,SSP4,2100,61796.06,False
GNQ,SSP5,2024,14997.76,False
GNQ,SSP5,2025,14238.68,False
GNQ,SSP5,2030,12317.7,False
GNQ,SSP5,2050,23398.27,False
GNQ,SSP5,2100,130273.28,False
GRC,SSP1,2024,37474.28,False
GRC,SSP1,2025,39179.69,False
GRC,SSP1,2030,43980.67,False
GRC,SSP1,2050,64307.7,False
GRC,SSP1,2100,107340.55,False
GRC,SSP2,2024,37474.28,False
GRC,SSP2,2025,39179.69,False
GRC,SSP2,2030,44029.11,False
GRC,SSP2,2050,61652.86,False
GRC,SSP2,2100,102217.08,False
GRC,SSP3,2024,37474.28,False
GRC,SSP3,2025,39179.69,False
GRC,SSP3,2030,44057.3,False
GRC,SSP3,2050,55253.32,False
GRC,SSP3,2100,58761.18,False
GRC,SSP4,2024,37474.28,False
GRC,SSP4,2025,39179.69,False
GRC,SSP4,2030,44240.65,False
GRC,SSP4,2050,64365.45,False
GRC,SSP4,2100,100025.31,False
GRC,SSP5,2024,37474.28,False
GRC,SSP5,2025,39179.69,False
GRC,SSP5,2030,43874.38,False
GRC,SSP5,2050,71309.15,False
GRC,SSP5,2100,165209.99,False
GRD,SSP1,2024,17484.52,False
GRD,SSP1,2025,18170.24,False
GRD,SSP1,2030,20783.87,False
GRD,SSP1,2050,41104.32,False
GRD,SSP1,2100,136633.33,False
GRD,SSP2,2024,17484.52,False
GRD,SSP2,2025,18170.24,False
GRD,SSP2,2030,20652.75,False
GRD,SSP2,2050,34492.77,False
GRD,SSP2,2100,109161.94,False
GRD,SSP3,2024,17484.52,False
GRD,SSP3,2025,18170.24,False
GRD,SSP3,2030,20400.27,False
GRD,SSP3,2050,25960.1,False
GRD,SSP3,2100,33188.8,False
GRD,SSP4,2024,17484.52,False
GRD,SSP4,2025,18170.24,False
GRD,SSP4,2030,20573.81,False
GRD,SSP4,2050,36012.44,False
GRD,SSP4,2100,119863.17,False
GRD,SSP5,2024,17484.52,False
GRD,SSP5,2025,18170.24,False
GRD,SSP5,2030,21101.48,False
GRD,SSP5,2050,50865.45,False
GRD,SSP5,2100,226291.1,False
GTM,SSP1,2024,12643.98,False
GTM,SSP1,2025,13015.9,False
GTM,SSP1,2030,14793.2,False
GTM,SSP1,2050,29054.92,False
GTM,SSP1,2100,98805.53,False
GTM,SSP2,2024,12643.98,False
GTM,SSP2,2025,13015.9,False
GTM,SSP2,2030,14618.31,False
GTM,SSP2,2050,25603.29,False
GTM,SSP2,2100,82038.52,False
GTM,SSP3,2024,12643.98,False
GTM,SSP3,2025,13015.9,False
GTM,SSP3,2030,14435.05,False
GTM,SSP3,2050,21417.69,False
GTM,SSP3,2100,34841.11,False
GTM,SSP4,2024,12643.98,False
GTM,SSP4,2025,13015.9,False
GTM,SSP4,2030,14482.76,False
GTM,SSP4,2050,25378.04,False
GTM,SSP4,2100,83099.24,False
GTM,SSP5,2024,12643.98,False
GTM,SSP5,2025,13015.9,False
GTM,SSP5,2030,14897.99,False
GTM,SSP5,2050,34118.18,False
GTM,SSP5,2100,161128.08,False
GUY,SSP1,2024,70516.7,False
GUY,SSP1,2025,92920.26,False
GUY,SSP1,2030,192611.18,False
GUY,SSP1,2050,464750.77,False
GUY,SSP1,2100,271716.89,False
GUY,SSP2,2024,70516.7,False
GUY,SSP2,2025,92920.26,False
GUY,SSP2,2030,190100.7,False
GUY,SSP2,2050,464873.13,False
GUY,SSP2,2100,260419.21,False
GUY,SSP3,2024,70516.7,False
GUY,SSP3,2025,92920.26,False
GUY,SSP3,2030,183767.99,False
GUY,SSP3,2050,410074.17,False
GUY,SSP3,2100,131802.06,False
GUY,SSP4,2024,70516.7,False
GUY,SSP4,2025,92920.26,False
GUY,SSP4,2030,189093.46,False
GUY,SSP4,2050,442044.09,False
GUY,SSP4,2100,244775.05,False
GUY,SSP5,2024,70516.7,False
GUY,SSP5,2025,92920.26,False
GUY,SSP5,2030,202112.92,False
GUY,SSP5,2050,544671.46,False
GUY,SSP5,2100,428830.96,False
HKG,SSP1,2024,66186.04,False
HKG,SSP1,2025,67830.78,False
HKG,SSP1,2030,76265.66,False
HKG,SSP1,2050,84316.5,False
HKG,SSP1,2100,92707.89,False
HKG,SSP2,2024,66186.04,False
HKG,SSP2,2025,67830.78,False
HKG,SSP2,2030,76364.23,False
HKG,SSP2,2050,84917.98,False
HKG,SSP2,2100,90808.86,False
HKG,SSP3,2024,66186.04,False
HKG,SSP3,2025,67830.78,False
HKG,SSP3,2030,76669.6,False
HKG,SSP3,2050,81682.25,False
HKG,SSP3,2100,56686.97,False
HKG,SSP4,2024,66186.04,False
HKG,SSP4,2025,67830.78,False
HKG,SSP4,2030,76639.99,False
HKG,SSP4,2050,84336.67,False
HKG,SSP4,2100,88441.12,False
HKG,SSP5,2024,66186.04,False
HKG,SSP5,2025,67830.78,False
HKG,SSP5,2030,75572.88,False
HKG,SSP5,2050,89123.46,False
HKG,SSP5,2100,136893.92,False
HND,SSP1,2024,6590.84,False
HND,SSP1,2025,6827.43,False
HND,SSP1,2030,7774.88,False
HND,SSP1,2050,18209.21,False
HND,SSP1,2100,97661.33,False
HND,SSP2,2024,6590.84,False
HND,SSP2,2025,6827.43,False
HND,SSP2,2030,7694.66,False
HND,SSP2,2050,15137.76,False
HND,SSP2,2100,77870.04,False
HND,SSP3,2024,6590.84,False
HND,SSP3,2025,6827.43,False
HND,SSP3,2030,7614.77,False
HND,SSP3,2050,11354.05,False
HND,SSP3,2100,20670.03,False
HND,SSP4,2024,6590.84,False
HND,SSP4,2025,6827.43,False
HND,SSP4,2030,7625.62,False
HND,SSP4,2050,12756.8,False
HND,SSP4,2100,44533.37,False
HND,SSP5,2024,6590.84,False
HND,SSP5,2025,6827.43,False
HND,SSP5,2030,7806.7,False
HND,SSP5,2050,22044.15,False
HND,SSP5,2100,161235.39,False
HRV,SSP1,2024,42828.8,False
HRV,SSP1,2025,45434.88,False
HRV,SSP1,2030,53305.27,False
HRV,SSP1,2050,75814.49,False
HRV,SSP1,2100,116323.09,False
HRV,SSP2,2024,42828.8,False
HRV,SSP2,2025,45434.88,False
HRV,SSP2,2030,53385.7,False
HRV,SSP2,2050,72438.42,False
HRV,SSP2,2100,107662.08,False
HRV,SSP3,2024,42828.8,False
HRV,SSP3,2025,45434.88,False
HRV,SSP3,2030,53078.25,False
HRV,SSP3,2050,64281.92,False
HRV,SSP3,2100,65827.46,False
HRV,SSP4,2024,42828.8,False
HRV,SSP4,2025,45434.88,False
HRV,SSP4,2030,53682.99,False
HRV,SSP4,2050,76573.0,False
HRV,SSP4,2100,112303.61,False
HRV,SSP5,2024,42828.8,False
HRV,SSP5,2025,45434.88,False
HRV,SSP5,2030,53938.02,False
HRV,SSP5,2050,86660.16,False
HRV,SSP5,2100,178256.02,False
HTI,SSP1,2024,2783.79,False
HTI,SSP1,2025,2734.76,False
HTI,SSP1,2030,2906.18,False
HTI,SSP1,2050,8335.73,False
HTI,SSP1,2100,82358.66,False
HTI,SSP2,2024,2783.79,False
HTI,SSP2,2025,2734.76,False
HTI,SSP2,2030,2875.36,False
HTI,SSP2,2050,6454.18,False
HTI,SSP2,2100,55098.77,False
HTI,SSP3,2024,2783.79,False
HTI,SSP3,2025,2734.76,False
HTI,SSP3,2030,2841.96,False
HTI,SSP3,2050,4407.44,False
HTI,SSP3,2100,8066.85,False
HTI,SSP4,2024,2783.79,False
HTI,SSP4,2025,2734.76,False
HTI,SSP4,2030,2849.6,False
HTI,SSP4,2050,5085.33,False
HTI,SSP4,2100,23110.04,False
HTI,SSP5,2024,2783.79,False
HTI,SSP5,2025,2734.76,False
HTI,SSP5,2030,2922.78,False
HTI,SSP5,2050,10458.99,False
HTI,SSP5,2100,139079.91,False
HUN,SSP1,2024,40747.2,False
HUN,SSP1,2025,42207.12,False
HUN,SSP1,2030,48898.67,False
HUN,SSP1,2050,72085.2,False
HUN,SSP1,2100,105518.22,False
HUN,SSP2,2024,40747.2,False
HUN,SSP2,2025,42207.12,False
HUN,SSP2,2030,48906.46,False
HUN,SSP2,2050,69090.62,False
HUN,SSP2,2100,102553.24,False
HUN,SSP3,2024,40747.2,False
HUN,SSP3,2025,42207.12,False
HUN,SSP3,2030,48797.63,False
HUN,SSP3,2050,59652.46,False
HUN,SSP3,2100,55687.1,False
HUN,SSP4,2024,40747.2,False
HUN,SSP4,2025,42207.12,False
HUN,SSP4,2030,49213.81,False
HUN,SSP4,2050,72161.23,False
HUN,SSP4,2100,100016.83,False
HUN,SSP5,2024,40747.2,False
HUN,SSP5,2025,42207.12,False
HUN,SSP5,2030,48911.82,False
HUN,SSP5,2050,80482.44,False
HUN,SSP5,2100,161591.83,False
IDN,SSP1,2024,14470.72,False
IDN,SSP1,2025,15064.64,False
IDN,SSP1,2030,18247.95,False
IDN,SSP1,2050,34746.19,False
IDN,SSP1,2100,80429.35,False
IDN,SSP2,2024,14470.72,False
IDN,SSP2,2025,15064.64,False
IDN,SSP2,2030,18103.48,False
IDN,SSP2,2050,30682.9,False
IDN,SSP2,2100,70418.62,False
IDN,SSP3,2024,14470.72,False
IDN,SSP3,2025,15064.64,False
IDN,SSP3,2030,17949.82,False
IDN,SSP3,2050,25053.59,False
IDN,SSP3,2100,32297.59,False
IDN,SSP4,2024,14470.72,False
IDN,SSP4,2025,15064.64,False
IDN,SSP4,2030,17977.19,False
IDN,SSP4,2050,27265.29,False
IDN,SSP4,2100,51596.44,False
IDN,SSP5,2024,14470.72,False
IDN,SSP5,2025,15064.64,False
IDN,SSP5,2030,18325.13,False
IDN,SSP5,2050,40266.22,False
IDN,SSP5,2100,126668.82,False
IND,SSP1,2024,9416.05,False
IND,SSP1,2025,9984.09,False
IND,SSP1,2030,12855.09,False
IND,SSP1,2050,29568.95,False
IND,SSP1,2100,92731.29,False
IND,SSP2,2024,9416.05,False
IND,SSP2,2025,9984.09,False
IND,SSP2,2030,12737.01,False
IND,SSP2,2050,25649.9,False
IND,SSP2,2100,78942.94,False
IND,SSP3,2024,9416.05,False
IND,SSP3,2025,9984.09,False
IND,SSP3,2030,12620.67,False
IND,SSP3,2050,20493.08,False
IND,SSP3,2100,32463.11,False
IND,SSP4,2024,9416.05,False
IND,SSP4,2025,9984.09,False
IND,SSP4,2030,12635.21,False
IND,SSP4,2050,22435.31,False
IND,SSP4,2100,54024.59,False
IND,SSP5,2024,9416.05,False
IND,SSP5,2025,9984.09,False
IND,SSP5,2030,12910.25,False
IND,SSP5,2050,34527.15,False
IND,SSP5,2100,147127.81,False
IRL,SSP1,2024,118833.31,False
IRL,SSP1,2025,124536.01,False
IRL,SSP1,2030,136810.88,False
IRL,SSP1,2050,199580.09,False
IRL,SSP1,2100,322870.6,False
IRL,SSP2,2024,118833.31,False
IRL,SSP2,2025,124536.01,False
IRL,SSP2,2030,136746.23,False
IRL,SSP2,2050,193956.09,False
IRL,SSP2,2100,299432.4,False
IRL,SSP3,2024,118833.31,False
IRL,SSP3,2025,124536.01,False
IRL,SSP3,2030,136839.57,False
IRL,SSP3,2050,174070.64,False
IRL,SSP3,2100,169234.63,False
IRL,SSP4,2024,118833.31,False
IRL,SSP4,2025,124536.01,False
IRL,SSP4,2030,137502.35,False
IRL,SSP4,2050,197417.9,False
IRL,SSP4,2100,288221.15,False
IRL,SSP5,2024,118833.31,False
IRL,SSP5,2025,124536.01,False
IRL,SSP5,2030,135591.31,False
IRL,SSP5,2050,215175.09,False
IRL,SSP5,2100,486767.41,False
IRN,SSP1,2024,17484.13,False
IRN,SSP1,2025,17891.62,False
IRN,SSP1,2030,19181.02,False
IRN,SSP1,2050,26509.56,False
IRN,SSP1,2100,58501.02,False
IRN,SSP2,2024,17484.13,False
IRN,SSP2,2025,17891.62,False
IRN,SSP2,2030,19163.56,False
IRN,SSP2,2050,24860.33,False
IRN,SSP2,2100,49800.42,False
IRN,SSP3,2024,17484.13,False
IRN,SSP3,2025,17891.62,False
IRN,SSP3,2030,19151.51,False
IRN,SSP3,2050,22542.67,False
IRN,SSP3,2100,22981.82,False
IRN,SSP4,2024,17484.13,False
IRN,SSP4,2025,17891.62,False
IRN,SSP4,2030,19296.37,False
IRN,SSP4,2050,24257.87,False
IRN,SSP4,2100,34908.86,False
IRN,SSP5,2024,17484.13,False
IRN,SSP5,2025,17891.62,False
IRN,SSP5,2030,19146.12,False
IRN,SSP5,2050,30205.46,False
IRN,SSP5,2100,94648.3,False
IRQ,SSP1,2024,12725.04,False
IRQ,SSP1,2025,12755.71,False
IRQ,SSP1,2030,13588.61,False
IRQ,SSP1,2050,38850.2,False
IRQ,SSP1,2100,131975.82,False
IRQ,SSP2,2024,12725.04,False
IRQ,SSP2,2025,12755.71,False
IRQ,SSP2,2030,13404.53,False
IRQ,SSP2,2050,34237.48,False
IRQ,SSP2,2100,115933.57,False
IRQ,SSP3,2024,12725.04,False
IRQ,SSP3,2025,12755.71,False
IRQ,SSP3,2030,13305.32,False
IRQ,SSP3,2050,28158.89,False
IRQ,SSP3,2100,52724.61,False
IRQ,SSP4,2024,12725.04,False
IRQ,SSP4,2025,12755.71,False
IRQ,SSP4,2030,13310.88,False
IRQ,SSP4,2050,32686.05,False
IRQ,SSP4,2100,108420.44,False
IRQ,SSP5,2024,12725.04,False
IRQ,SSP5,2025,12755.71,False
IRQ,SSP5,2030,13592.76,False
IRQ,SSP5,2050,44452.68,False
IRQ,SSP5,2100,209057.38,False
ISL,SSP1,2024,68230.36,False
ISL,SSP1,2025,70613.04,False
ISL,SSP1,2030,78646.72,False
ISL,SSP1,2050,113138.38,False
ISL,SSP1,2100,157548.57,False
ISL,SSP2,2024,68230.36,False
ISL,SSP2,2025,70613.04,False
ISL,SSP2,2030,78468.05,False
ISL,SSP2,2050,106824.9,False
ISL,SSP2,2100,142484.29,False
ISL,SSP3,2024,68230.36,False
ISL,SSP3,2025,70613.04,False
ISL,SSP3,2030,78066.9,False
ISL,SSP3,2050,92158.72,False
ISL,SSP3,2100,75947.37,False
ISL,SSP4,2024,68230.36,False
ISL,SSP4,2025,70613.04,False
ISL,SSP4,2030,79086.4,False
ISL,SSP4,2050,111974.41,False
ISL,SSP4,2100,136898.22,False
ISL,SSP5,2024,68230.36,False
ISL,SSP5,2025,70613.04,False
ISL,SSP5,2030,78721.31,False
ISL,SSP5,2050,126139.58,False
ISL,SSP5,2100,241609.55,False
ISR,SSP1,2024,47388.72,False
ISR,SSP1,2025,48898.98,False
ISR,SSP1,2030,54805.32,False
ISR,SSP1,2050,81075.82,False
ISR,SSP1,2100,142342.94,False
ISR,SSP2,2024,47388.72,False
ISR,SSP2,2025,48898.98,False
ISR,SSP2,2030,54575.34,False
ISR,SSP2,2050,75115.76,False
ISR,SSP2,2100,124955.94,False
ISR,SSP3,2024,47388.72,False
ISR,SSP3,2025,48898.98,False
ISR,SSP3,2030,54234.92,False
ISR,SSP3,2050,64896.93,False
ISR,SSP3,2100,69611.59,False
ISR,SSP4,2024,47388.72,False
ISR,SSP4,2025,48898.98,False
ISR,SSP4,2030,55107.61,False
ISR,SSP4,2050,80910.64,False
ISR,SSP4,2100,129097.15,False
ISR,SSP5,2024,47388.72,False
ISR,SSP5,2025,48898.98,False
ISR,SSP5,2030,54590.45,False
ISR,SSP5,2050,89464.12,False
ISR,SSP5,2100,217278.93,False
ITA,SSP1,2024,53284.87,False
ITA,SSP1,2025,54961.76,False
ITA,SSP1,2030,58395.82,False
ITA,SSP1,2050,80469.66,False
ITA,SSP1,2100,133232.84,False
ITA,SSP2,2024,53284.87,False
ITA,SSP2,2025,54961.76,False
ITA,SSP2,2030,58489.65,False
ITA,SSP2,2050,76265.96,False
ITA,SSP2,2100,118332.14,False
ITA,SSP3,2024,53284.87,False
ITA,SSP3,2025,54961.76,False
ITA,SSP3,2030,58681.07,False
ITA,SSP3,2050,69419.06,False
ITA,SSP3,2100,69038.0,False
ITA,SSP4,2024,53284.87,False
ITA,SSP4,2025,54961.76,False
ITA,SSP4,2030,58746.04,False
ITA,SSP4,2050,80423.79,False
ITA,SSP4,2100,119655.08,False
ITA,SSP5,2024,53284.87,False
ITA,SSP5,2025,54961.76,False
ITA,SSP5,2030,57985.87,False
ITA,SSP5,2050,88072.78,False
ITA,SSP5,2100,204713.97,False
JAM,SSP1,2024,11340.26,False
JAM,SSP1,2025,11669.21,False
JAM,SSP1,2030,12539.2,False
JAM,SSP1,2050,23228.41,False
JAM,SSP1,2100,98743.66,False
JAM,SSP2,2024,11340.26,False
JAM,SSP2,2025,11669.21,False
JAM,SSP2,2030,12492.14,False
JAM,SSP2,2050,19984.37,False
JAM,SSP2,2100,84179.6,False
JAM,SSP3,2024,11340.26,False
JAM,SSP3,2025,11669.21,False
JAM,SSP3,2030,12358.67,False
JAM,SSP3,2050,15336.93,False
JAM,SSP3,2100,28445.0,False
JAM,SSP4,2024,11340.26,False
JAM,SSP4,2025,11669.21,False
JAM,SSP4,2030,12446.27,False
JAM,SSP4,2050,20953.26,False
JAM,SSP4,2100,93033.49,False
JAM,SSP5,2024,11340.26,False
JAM,SSP5,2025,11669.21,False
JAM,SSP5,2030,12711.07,False
JAM,SSP5,2050,28627.62,False
JAM,SSP5,2100,163608.33,False
JOR,SSP1,2024,10468.27,False
JOR,SSP1,2025,10539.13,False
JOR,SSP1,2030,11328.72,False
JOR,SSP1,2050,20244.38,False
JOR,SSP1,2100,70839.86,False
JOR,SSP2,2024,10468.27,False
JOR,SSP2,2025,10539.13,False
JOR,SSP2,2030,11226.3,False
JOR,SSP2,2050,17562.86,False
JOR,SSP2,2100,59226.79,False
JOR,SSP3,2024,10468.27,False
JOR,SSP3,2025,10539.13,False
JOR,SSP3,2030,11159.39,False
JOR,SSP3,2050,14300.1,False
JOR,SSP3,2100,24193.82,False
JOR,SSP4,2024,10468.27,False
JOR,SSP4,2025,10539.13,False
JOR,SSP4,2030,11139.78,False
JOR,SSP4,2050,17727.34,False
JOR,SSP4,2100,62418.66,False
JOR,SSP5,2024,10468.27,False
JOR,SSP5,2025,10539.13,False
JOR,SSP5,2030,11273.9,False
JOR,SSP5,2050,23189.71,False
JOR,SSP5,2100,112769.97,False
JPN,SSP1,2024,47479.84,False
JPN,SSP1,2025,48391.26,False
JPN,SSP1,2030,51598.69,False
JPN,SSP1,2050,73988.38,False
JPN,SSP1,2100,128990.82,False
JPN,SSP2,2024,47479.84,False
JPN,SSP2,2025,48391.26,False
JPN,SSP2,2030,51649.5,False
JPN,SSP2,2050,67280.2,False
JPN,SSP2,2100,112104.96,False
JPN,SSP3,2024,47479.84,False
JPN,SSP3,2025,48391.26,False
JPN,SSP3,2030,51651.73,False
JPN,SSP3,2050,57305.1,False
JPN,SSP3,2100,56278.17,False
JPN,SSP4,2024,47479.84,False
JPN,SSP4,2025,48391.26,False
JPN,SSP4,2030,51934.08,False
JPN,SSP4,2050,74044.72,False
JPN,SSP4,2100,115845.13,False
JPN,SSP5,2024,47479.84,False
JPN,SSP5,2025,48391.26,False
JPN,SSP5,2030,51617.62,False
JPN,SSP5,2050,84334.62,False
JPN,SSP5,2100,200845.12,False
KAZ,SSP1,2024,35973.96,False
KAZ,SSP1,2025,37104.54,False
KAZ,SSP1,2030,41165.78,False
KAZ,SSP1,2050,61975.92,False
KAZ,SSP1,2100,140673.12,False
KAZ,SSP2,2024,35973.96,False
KAZ,SSP2,2025,37104.54,False
KAZ,SSP2,2030,40864.21,False
KAZ,SSP2,2050,55286.58,False
KAZ,SSP2,2100,115628.22,False
KAZ,SSP3,2024,35973.96,False
KAZ,SSP3,2025,37104.54,False
KAZ,SSP3,2030,40423.69,False
KAZ,SSP3,2050,46552.98,False
KAZ,SSP3,2100,49986.31,False
KAZ,SSP4,2024,35973.96,False
KAZ,SSP4,2025,37104.54,False
KAZ,SSP4,2030,40672.13,False
KAZ,SSP4,2050,55096.56,False
KAZ,SSP4,2100,116897.72,False
KAZ,SSP5,2024,35973.96,False
KAZ,SSP5,2025,37104.54,False
KAZ,SSP5,2030,41685.84,False
KAZ,SSP5,2050,73241.22,False
KAZ,SSP5,2100,225138.32,False
KEN,SSP1,2024,5841.6,False
KEN,SSP1,2025,6047.22,False
KEN,SSP1,2030,7211.28,False
KEN,SSP1,2050,15714.58,False
KEN,SSP1,2100,71745.19,False
KEN,SSP2,2024,5841.6,False
KEN,SSP2,2025,6047.22,False
KEN,SSP2,2030,7157.01,False
KEN,SSP2,2050,13473.82,False
KEN,SSP2,2100,55924.96,False
KEN,SSP3,2024,5841.6,False
KEN,SSP3,2025,6047.22,False
KEN,SSP3,2030,7127.05,False
KEN,SSP3,2050,10724.62,False
KEN,SSP3,2100,17721.42,False
KEN,SSP4,2024,5841.6,False
KEN,SSP4,2025,6047.22,False
KEN,SSP4,2030,7135.42,False
KEN,SSP4,2050,11697.25,False
KEN,SSP4,2100,32972.75,False
KEN,SSP5,2024,5841.6,False
KEN,SSP5,2025,6047.22,False
KEN,SSP5,2030,7230.52,False
KEN,SSP5,2050,18484.0,False
KEN,SSP5,2100,117700.88,False
KGZ,SSP1,2024,7210.58,False
KGZ,SSP1,2025,7428.91,False
KGZ,SSP1,2030,8544.35,False
KGZ,SSP1,2050,17070.3,False
KGZ,SSP1,2100,67846.96,False
KGZ,SSP2,2024,7210.58,False
